"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"San Jacinto","San Jacinto","San Jacinto County","48407","TX","Texas","30.5795","-95.1669","28574"
"Marion","Marion","Marion County","29127","MO","Missouri","39.8059","-91.6224","28572"
"McPherson","McPherson","McPherson County","20113","KS","Kansas","38.3917","-97.6480","28557"
"Yazoo","Yazoo","Yazoo County","28163","MS","Mississippi","32.7803","-90.3964","28511"
"Ripley","Ripley","Ripley County","18137","IN","Indiana","39.1035","-85.2624","28457"
"Grimes","Grimes","Grimes County","48185","TX","Texas","30.5435","-95.9855","28447"
"Alpena","Alpena","Alpena County","26007","MI","Michigan","45.0348","-83.6277","28431"
"Le Sueur","Le Sueur","Le Sueur County","27079","MN","Minnesota","44.3714","-93.7301","28425"
"Tate","Tate","Tate County","28137","MS","Mississippi","34.6503","-89.9448","28419"
"Cherokee","Cherokee","Cherokee County","37039","NC","North Carolina","35.1339","-84.0635","28413"
"Meade","Meade","Meade County","21163","KY","Kentucky","37.9698","-86.2171","28379"
"Copiah","Copiah","Copiah County","28029","MS","Mississippi","31.8692","-90.4488","28339"
"Hocking","Hocking","Hocking County","39073","OH","Ohio","39.4970","-82.4792","28306"
"Scott","Scott","Scott County","28123","MS","Mississippi","32.4064","-89.5376","28288"
"Van Wert","Van Wert","Van Wert County","39161","OH","Ohio","40.8554","-84.5861","28213"
"Meade","Meade","Meade County","46093","SD","South Dakota","44.5668","-102.7169","28149"
"Codington","Codington","Codington County","46029","SD","South Dakota","44.9779","-97.1886","28133"
"Carroll","Carroll","Carroll County","05015","AR","Arkansas","36.3410","-93.5382","28062"
"Glenn","Glenn","Glenn County","06021","CA","California","39.5983","-122.3921","28060"
"Montgomery","Montgomery","Montgomery County","21173","KY","Kentucky","38.0335","-83.9131","28042"
"Wells","Wells","Wells County","18179","IN","Indiana","40.7292","-85.2212","28010"
"Henderson","Henderson","Henderson County","47077","TN","Tennessee","35.6543","-88.3880","27956"
"Washington","Washington","Washington County","18175","IN","Indiana","38.6000","-86.1053","27942"
"Pike","Pike","Pike County","39131","OH","Ohio","39.0773","-83.0668","27914"
"Winchester","Winchester","Winchester City","51840","VA","Virginia","39.1735","-78.1746","27912"
"Carroll","Carroll","Carroll County","47017","TN","Tennessee","35.9732","-88.4502","27841"
"Garvin","Garvin","Garvin County","40049","OK","Oklahoma","34.7046","-97.3093","27789"
"Bradford","Bradford","Bradford County","12007","FL","Florida","29.9500","-82.1688","27723"
"Del Norte","Del Norte","Del Norte County","06015","CA","California","41.7431","-123.8972","27692"
"Lincoln","Lincoln","Lincoln County","55069","WI","Wisconsin","45.3375","-89.7346","27687"
"Adams","Adams","Adams County","39001","OH","Ohio","38.8455","-83.4721","27685"
"Jennings","Jennings","Jennings County","18079","IN","Indiana","38.9969","-85.6281","27639"
"Door","Door","Door County","55029","WI","Wisconsin","44.9473","-87.3135","27621"
"San Miguel","San Miguel","San Miguel County","35047","NM","New Mexico","35.4806","-104.8160","27546"
"Peach","Peach","Peach County","13225","GA","Georgia","32.5688","-83.8269","27502"
"Monroe","Monroe","Monroe County","13207","GA","Georgia","33.0139","-83.9186","27455"
"Iroquois","Iroquois","Iroquois County","17075","IL","Illinois","40.7472","-87.8243","27437"
"De Soto","De Soto","De Soto Parish","22031","LA","Louisiana","32.0554","-93.7372","27395"
"Grant","Grant","Grant County","35017","NM","New Mexico","32.7389","-108.3824","27391"
"Union","Union","Union County","45087","SC","South Carolina","34.6895","-81.6191","27325"
"Montgomery","Montgomery","Montgomery County","37123","NC","North Carolina","35.3325","-79.9055","27223"
"Currituck","Currituck","Currituck County","37053","NC","North Carolina","36.4031","-76.0059","27210"
"Carroll","Carroll","Carroll County","39019","OH","Ohio","40.5796","-81.0897","27195"
"White","White","White County","47185","TN","Tennessee","35.9264","-85.4552","27087"
"Wyoming","Wyoming","Wyoming County","42131","PA","Pennsylvania","41.5183","-76.0166","27078"
"Henry","Henry","Henry County","39069","OH","Ohio","41.3339","-84.0682","27068"
"Logan","Logan","Logan County","21141","KY","Kentucky","36.8597","-86.8789","27049"
"Mineral","Mineral","Mineral County","54057","WV","West Virginia","39.4147","-78.9438","27047"
"Elmore","Elmore","Elmore County","16039","ID","Idaho","43.3539","-115.4693","27043"
"Hardee","Hardee","Hardee County","12049","FL","Florida","27.4927","-81.8100","27027"
"Edgefield","Edgefield","Edgefield County","45037","SC","South Carolina","33.7722","-81.9664","27021"
"Ashe","Ashe","Ashe County","37009","NC","North Carolina","36.4341","-81.5003","27009"
"Carter","Carter","Carter County","21043","KY","Kentucky","38.3182","-83.0495","26976"
"Toombs","Toombs","Toombs County","13279","GA","Georgia","32.1217","-82.3313","26947"
"Russell","Russell","Russell County","51167","VA","Virginia","36.9339","-82.0954","26937"
"Uvalde","Uvalde","Uvalde County","48463","TX","Texas","29.3573","-99.7622","26899"
"Fluvanna","Fluvanna","Fluvanna County","51065","VA","Virginia","37.8419","-78.2772","26873"
"Orleans","Orleans","Orleans County","50019","VT","Vermont","44.8290","-72.2434","26843"
"Simpson","Simpson","Simpson County","28127","MS","Mississippi","31.9132","-89.9195","26818"
"Tillamook","Tillamook","Tillamook County","41057","OR","Oregon","45.4637","-123.7127","26782"
"Cibola","Cibola","Cibola County","35006","NM","New Mexico","34.9125","-107.9997","26763"
"Mason","Mason","Mason County","54053","WV","West Virginia","38.7697","-82.0266","26700"
"King George","King George","King George County","51099","VA","Virginia","38.2733","-77.1572","26679"
"Gillespie","Gillespie","Gillespie County","48171","TX","Texas","30.3181","-98.9465","26668"
"Juneau","Juneau","Juneau County","55057","WI","Wisconsin","43.9246","-90.1138","26603"
"Decatur","Decatur","Decatur County","13087","GA","Georgia","30.8783","-84.5790","26595"
"Decatur","Decatur","Decatur County","18031","IN","Indiana","39.3070","-85.5011","26587"
"Oceana","Oceana","Oceana County","26127","MI","Michigan","43.6409","-86.2676","26545"
"Union","Union","Union County","41061","OR","Oregon","45.3102","-118.0088","26502"
"Woodford","Woodford","Woodford County","21239","KY","Kentucky","38.0424","-84.7436","26486"
"Johnson","Johnson","Johnson County","05071","AR","Arkansas","35.5697","-93.4601","26475"
"Lewis","Lewis","Lewis County","36049","NY","New York","43.7847","-75.4488","26456"
"Bell","Bell","Bell County","21013","KY","Kentucky","36.7306","-83.6741","26426"
"West Baton Rouge","West Baton Rouge","West Baton Rouge Parish","22121","LA","Louisiana","30.4636","-91.3127","26395"
"Geneva","Geneva","Geneva County","01061","AL","Alabama","31.0950","-85.8391","26383"
"Boone","Boone","Boone County","19015","IA","Iowa","42.0365","-93.9316","26381"
"Marlboro","Marlboro","Marlboro County","45069","SC","South Carolina","34.6020","-79.6786","26376"
"Upson","Upson","Upson County","13293","GA","Georgia","32.8813","-84.2994","26329"
"Grayson","Grayson","Grayson County","21085","KY","Kentucky","37.4608","-86.3439","26313"
"Harlan","Harlan","Harlan County","21095","KY","Kentucky","36.8569","-83.2180","26307"
"Wasco","Wasco","Wasco County","41065","OR","Oregon","45.1600","-121.1678","26274"
"Perry","Perry","Perry County","21193","KY","Kentucky","37.2443","-83.2215","26266"
"Montezuma","Montezuma","Montezuma County","08083","CO","Colorado","37.3386","-108.5966","26266"
"Clay","Clay","Clay County","18021","IN","Indiana","39.3928","-87.1158","26231"
"Elbert","Elbert","Elbert County","08039","CO","Colorado","39.2865","-104.1359","26230"
"Barton","Barton","Barton County","20009","KS","Kansas","38.4790","-98.7565","26209"
"Charlevoix","Charlevoix","Charlevoix County","26029","MI","Michigan","45.3014","-85.1259","26197"
"Cherokee","Cherokee","Cherokee County","01019","AL","Alabama","34.1759","-85.6038","26035"
"Cass","Cass","Cass County","31025","NE","Nebraska","40.9097","-96.1409","26022"
"Hart","Hart","Hart County","13147","GA","Georgia","34.3509","-82.9642","25981"
"Mille Lacs","Mille Lacs","Mille Lacs County","27095","MN","Minnesota","45.9380","-93.6301","25963"
"Stephens","Stephens","Stephens County","13257","GA","Georgia","34.5541","-83.2932","25934"
"McNairy","McNairy","McNairy County","47109","TN","Tennessee","35.1755","-88.5636","25814"
"Lawrence","Lawrence","Lawrence County","46081","SD","South Dakota","44.3586","-103.7923","25806"
"Fannin","Fannin","Fannin County","13111","GA","Georgia","34.8641","-84.3198","25797"
"Sunflower","Sunflower","Sunflower County","28133","MS","Mississippi","33.6023","-90.5886","25759"
"Somerset","Somerset","Somerset County","24039","MD","Maryland","38.1158","-75.7518","25699"
"Lyon","Lyon","Lyon County","27083","MN","Minnesota","44.4135","-95.8390","25696"
"Lauderdale","Lauderdale","Lauderdale County","47097","TN","Tennessee","35.7605","-89.6305","25689"
"Hardin","Hardin","Hardin County","47071","TN","Tennessee","35.1987","-88.1845","25665"
"Franklin","Franklin","Franklin County","20059","KS","Kansas","38.5645","-95.2860","25643"
"Taylor","Taylor","Taylor County","21217","KY","Kentucky","37.3664","-85.3278","25572"
"Allen","Allen","Allen Parish","22003","LA","Louisiana","30.6530","-92.8280","25572"
"Benton","Benton","Benton County","19011","IA","Iowa","42.0802","-92.0657","25558"
"Texas","Texas","Texas County","29215","MO","Missouri","37.3173","-91.9650","25518"
"Posey","Posey","Posey County","18129","IN","Indiana","38.0218","-87.8684","25480"
"St. Francis","St. Francis","St. Francis County","05123","AR","Arkansas","35.0220","-90.7478","25477"
"Adair","Adair","Adair County","29001","MO","Missouri","40.1906","-92.6007","25468"
"Cheboygan","Cheboygan","Cheboygan County","26031","MI","Michigan","45.4463","-84.4999","25435"
"Tattnall","Tattnall","Tattnall County","13267","GA","Georgia","32.0458","-82.0582","25392"
"Lamoille","Lamoille","Lamoille County","50015","VT","Vermont","44.6070","-72.6418","25376"
"Dickinson","Dickinson","Dickinson County","26043","MI","Michigan","46.0092","-87.8703","25373"
"Miller","Miller","Miller County","29131","MO","Missouri","38.2145","-92.4284","25369"
"Audrain","Audrain","Audrain County","29007","MO","Missouri","39.2157","-91.8416","25336"
"Routt","Routt","Routt County","08107","CO","Colorado","40.4851","-106.9912","25317"
"Gladwin","Gladwin","Gladwin County","26051","MI","Michigan","43.9907","-84.3883","25312"
"Salem","Salem","Salem City","51775","VA","Virginia","37.2864","-80.0555","25290"
"Dawson","Dawson","Dawson County","13085","GA","Georgia","34.4443","-84.1706","25277"
"Shelby","Shelby","Shelby County","48419","TX","Texas","31.7924","-94.1450","25263"
"Hardeman","Hardeman","Hardeman County","47069","TN","Tennessee","35.2068","-88.9931","25247"
"Fayette","Fayette","Fayette County","48149","TX","Texas","29.8768","-96.9198","25247"
"Iosco","Iosco","Iosco County","26069","MI","Michigan","44.3559","-83.6359","25213"
"Morehouse","Morehouse","Morehouse Parish","22067","LA","Louisiana","32.8202","-91.8018","25189"
"Prentiss","Prentiss","Prentiss County","28117","MS","Mississippi","34.6183","-88.5201","25155"
"Plymouth","Plymouth","Plymouth County","19149","IA","Iowa","42.7378","-96.2141","25141"
"Grant","Grant","Grant County","21081","KY","Kentucky","38.6488","-84.6246","25107"
"Washington","Washington","Washington County","12133","FL","Florida","30.6106","-85.6653","25094"
"Brown","Brown","Brown County","27015","MN","Minnesota","44.2421","-94.7276","25076"
"Cleburne","Cleburne","Cleburne County","05023","AR","Arkansas","35.5382","-92.0267","25063"
"Bremer","Bremer","Bremer County","19017","IA","Iowa","42.7746","-92.3180","25032"
"Barbour","Barbour","Barbour County","01005","AL","Alabama","31.8696","-85.3932","25026"
"Hickman","Hickman","Hickman County","47081","TN","Tennessee","35.8033","-87.4733","25017"
"Teller","Teller","Teller County","08119","CO","Colorado","38.8824","-105.1618","24981"
"Yates","Yates","Yates County","36123","NY","New York","42.6335","-77.1055","24981"
"Nicholas","Nicholas","Nicholas County","54067","WV","West Virginia","38.2917","-80.7994","24857"
"Chattooga","Chattooga","Chattooga County","13055","GA","Georgia","34.4750","-85.3453","24826"
"Washington","Washington","Washington County","29221","MO","Missouri","37.9617","-90.8774","24819"
"Jackson","Jackson","Jackson County","40065","OK","Oklahoma","34.5880","-99.4148","24808"
"Milam","Milam","Milam County","48331","TX","Texas","30.7863","-96.9768","24797"
"Marion","Marion","Marion County","28091","MS","Mississippi","31.2308","-89.8224","24785"
"Randolph","Randolph","Randolph County","29175","MO","Missouri","39.4402","-92.4971","24769"
"Randolph","Randolph","Randolph County","18135","IN","Indiana","40.1576","-85.0114","24694"
"Grady","Grady","Grady County","13131","GA","Georgia","30.8747","-84.2344","24693"
"Staunton","Staunton","Staunton City","51790","VA","Virginia","38.1593","-79.0611","24660"
"Juniata","Juniata","Juniata County","42067","PA","Pennsylvania","40.5311","-77.4022","24657"
"Seminole","Seminole","Seminole County","40133","OK","Oklahoma","35.1675","-96.6155","24624"
"Otsego","Otsego","Otsego County","26137","MI","Michigan","45.0214","-84.5990","24613"
"Churchill","Churchill","Churchill County","32001","NV","Nevada","39.5808","-118.3358","24606"
"Todd","Todd","Todd County","27153","MN","Minnesota","46.0706","-94.8976","24603"
"Abbeville","Abbeville","Abbeville County","45001","SC","South Carolina","34.2226","-82.4593","24582"
"Manistee","Manistee","Manistee County","26101","MI","Michigan","44.3330","-86.0568","24539"
"Rowan","Rowan","Rowan County","21205","KY","Kentucky","38.1963","-83.4211","24534"
"Lincoln","Lincoln","Lincoln County","21137","KY","Kentucky","37.4554","-84.6608","24493"
"Butts","Butts","Butts County","13035","GA","Georgia","33.2879","-83.9572","24463"
"Upshur","Upshur","Upshur County","54097","WV","West Virginia","38.8978","-80.2334","24451"
"Anson","Anson","Anson County","37007","NC","North Carolina","34.9738","-80.1027","24430"
"Waushara","Waushara","Waushara County","55137","WI","Wisconsin","44.1131","-89.2429","24256"
"Aransas","Aransas","Aransas County","48007","TX","Texas","28.1249","-96.9934","24220"
"Macon","Macon","Macon County","47111","TN","Tennessee","36.5320","-86.0073","24208"
"Pottawatomie","Pottawatomie","Pottawatomie County","20149","KS","Kansas","39.3790","-96.3424","24203"
"White","White","White County","18181","IN","Indiana","40.7498","-86.8655","24163"
"George","George","George County","28039","MS","Mississippi","30.8626","-88.6440","24098"
"Ohio","Ohio","Ohio County","21183","KY","Kentucky","37.4782","-86.8489","24081"
"Jerome","Jerome","Jerome County","16053","ID","Idaho","42.6899","-114.2640","24074"
"Jefferson","Jefferson","Jefferson County","41031","OR","Oregon","44.6294","-121.1761","24048"
"Luna","Luna","Luna County","35029","NM","New Mexico","32.1822","-107.7498","24022"
"Union","Union","Union County","13291","GA","Georgia","34.8341","-83.9907","23999"
"Crawford","Crawford","Crawford County","29055","MO","Missouri","37.9764","-91.3039","23984"
"Sabine","Sabine","Sabine Parish","22085","LA","Louisiana","31.5640","-93.5547","23915"
"Clarke","Clarke","Clarke County","01025","AL","Alabama","31.6767","-87.8308","23866"
"Roscommon","Roscommon","Roscommon County","26143","MI","Michigan","44.3356","-84.6116","23863"
"Page","Page","Page County","51139","VA","Virginia","38.6194","-78.4844","23862"
"Cassia","Cassia","Cassia County","16031","ID","Idaho","42.2839","-113.6001","23847"
"Mingo","Mingo","Mingo County","54059","WV","West Virginia","37.7265","-82.1347","23808"
"Scott","Scott","Scott County","18143","IN","Indiana","38.6851","-85.7475","23785"
"Hertford","Hertford","Hertford County","37091","NC","North Carolina","36.3591","-76.9820","23752"
"Poinsett","Poinsett","Poinsett County","05111","AR","Arkansas","35.5740","-90.6630","23747"
"Saline","Saline","Saline County","17165","IL","Illinois","37.7531","-88.5407","23735"
"Crook","Crook","Crook County","41013","OR","Oregon","44.1422","-120.3566","23733"
"Lee","Lee","Lee County","51105","VA","Virginia","36.7054","-83.1286","23723"
"Winston","Winston","Winston County","01133","AL","Alabama","34.1492","-87.3737","23712"
"Payette","Payette","Payette County","16075","ID","Idaho","44.0067","-116.7608","23705"
"Dawson","Dawson","Dawson County","31047","NE","Nebraska","40.8699","-99.8196","23638"
"Iowa","Iowa","Iowa County","55049","WI","Wisconsin","43.0005","-90.1354","23632"
"Columbia","Columbia","Columbia County","05027","AR","Arkansas","33.2143","-93.2273","23620"
"Ouachita","Ouachita","Ouachita County","05103","AR","Arkansas","33.5934","-92.8819","23597"
"Goochland","Goochland","Goochland County","51075","VA","Virginia","37.7220","-77.9156","23472"
"Itawamba","Itawamba","Itawamba County","28057","MS","Mississippi","34.2800","-88.3613","23396"
"Limestone","Limestone","Limestone County","48293","TX","Texas","31.5455","-96.5805","23364"
"Teton","Teton","Teton County","56039","WY","Wyoming","43.9347","-110.5898","23356"
"Osceola","Osceola","Osceola County","26133","MI","Michigan","43.9898","-85.3252","23323"
"Fairfax","Fairfax","Fairfax City","51600","VA","Virginia","38.8531","-77.2997","23312"
"Plaquemines","Plaquemines","Plaquemines Parish","22075","LA","Louisiana","29.4406","-89.6100","23305"
"Hampshire","Hampshire","Hampshire County","54027","WV","West Virginia","39.3171","-78.6141","23304"
"Antrim","Antrim","Antrim County","26009","MI","Michigan","44.9991","-85.1403","23301"
"Hood River","Hood River","Hood River County","41027","OR","Oregon","45.5190","-121.6511","23270"
"Grainger","Grainger","Grainger County","47057","TN","Tennessee","36.2763","-83.5096","23268"
"Panola","Panola","Panola County","48365","TX","Texas","32.1624","-94.3056","23186"
"Meeker","Meeker","Meeker County","27093","MN","Minnesota","45.1231","-94.5273","23149"
"Fayette","Fayette","Fayette County","18041","IN","Indiana","39.6401","-85.1787","23068"
"Franklin","Franklin","Franklin County","13119","GA","Georgia","34.3754","-83.2291","23015"
"Starke","Starke","Starke County","18149","IN","Indiana","41.2809","-86.6476","22996"
"Hockley","Hockley","Hockley County","48219","TX","Texas","33.6077","-102.3432","22986"
"Meigs","Meigs","Meigs County","39105","OH","Ohio","39.0822","-82.0229","22974"
"Houston","Houston","Houston County","48225","TX","Texas","31.3177","-95.4227","22942"
"Saline","Saline","Saline County","29195","MO","Missouri","39.1368","-93.2018","22932"
"Sumner","Sumner","Sumner County","20191","KS","Kansas","37.2373","-97.4765","22928"
"Menominee","Menominee","Menominee County","26109","MI","Michigan","45.5801","-87.5566","22902"
"Ray","Ray","Ray County","29177","MO","Missouri","39.3523","-93.9899","22900"
"Prince Edward","Prince Edward","Prince Edward County","51147","VA","Virginia","37.2243","-78.4411","22892"
"Curry","Curry","Curry County","41015","OR","Oregon","42.4576","-124.1568","22889"
"McDonald","McDonald","McDonald County","29119","MO","Missouri","36.6287","-94.3483","22882"
"Leake","Leake","Leake County","28079","MS","Mississippi","32.7535","-89.5240","22791"
"Bandera","Bandera","Bandera County","48019","TX","Texas","29.7472","-99.2463","22770"
"Franklin","Franklin","Franklin County","18047","IN","Indiana","39.4149","-85.0602","22750"
"Yankton","Yankton","Yankton County","46135","SD","South Dakota","43.0090","-97.3948","22746"
"Randolph","Randolph","Randolph County","01111","AL","Alabama","33.2938","-85.4591","22732"
"Blaine","Blaine","Blaine County","16013","ID","Idaho","43.4120","-113.9802","22729"
"Rockbridge","Rockbridge","Rockbridge County","51163","VA","Virginia","37.8145","-79.4473","22728"
"Coahoma","Coahoma","Coahoma County","28027","MS","Mississippi","34.2300","-90.6017","22685"
"Martin","Martin","Martin County","37117","NC","North Carolina","35.8432","-77.1093","22644"
"Asotin","Asotin","Asotin County","53003","WA","Washington","46.1918","-117.2030","22636"
"Caswell","Caswell","Caswell County","37033","NC","North Carolina","36.3932","-79.3335","22619"
"Anderson","Anderson","Anderson County","21005","KY","Kentucky","38.0039","-84.9910","22580"
"Burke","Burke","Burke County","13033","GA","Georgia","33.0611","-82.0007","22567"
"Emanuel","Emanuel","Emanuel County","13107","GA","Georgia","32.5897","-82.3017","22525"
"Crisp","Crisp","Crisp County","13081","GA","Georgia","31.9229","-83.7681","22509"
"Hopewell","Hopewell","Hopewell City","51670","VA","Virginia","37.2915","-77.2985","22500"
"Johnson","Johnson","Johnson County","21115","KY","Kentucky","37.8466","-82.8315","22427"
"Fairfield","Fairfield","Fairfield County","45039","SC","South Carolina","34.3951","-81.1212","22406"
"Bibb","Bibb","Bibb County","01007","AL","Alabama","32.9986","-87.1265","22374"
"Mahaska","Mahaska","Mahaska County","19123","IA","Iowa","41.3352","-92.6409","22351"
"Clark","Clark","Clark County","05019","AR","Arkansas","34.0509","-93.1764","22341"
"Grant","Grant","Grant Parish","22043","LA","Louisiana","31.5997","-92.5594","22339"
"New Kent","New Kent","New Kent County","51127","VA","Virginia","37.5052","-76.9973","22310"
"Waynesboro","Waynesboro","Waynesboro City","51820","VA","Virginia","38.0674","-78.9014","22300"
"Logan","Logan","Logan County","08075","CO","Colorado","40.7247","-103.1101","22282"
"Union","Union","Union Parish","22111","LA","Louisiana","32.8318","-92.3748","22270"
"Assumption","Assumption","Assumption Parish","22007","LA","Louisiana","29.9024","-91.0608","22236"
"Nodaway","Nodaway","Nodaway County","29147","MO","Missouri","40.3608","-94.8834","22199"
"Adair","Adair","Adair County","40001","OK","Oklahoma","35.8839","-94.6587","22171"
"Overton","Overton","Overton County","47133","TN","Tennessee","36.3450","-85.2881","22171"
"Brooke","Brooke","Brooke County","54009","WV","West Virginia","40.2739","-80.5765","22162"
"Pacific","Pacific","Pacific County","53049","WA","Washington","46.5557","-123.7041","22121"
"Washington","Washington","Washington County","19183","IA","Iowa","41.3356","-91.7179","22100"
"Mitchell","Mitchell","Mitchell County","13205","GA","Georgia","31.2253","-84.1943","22072"
"Gray","Gray","Gray County","48179","TX","Texas","35.4012","-100.8126","22063"
"Klickitat","Klickitat","Klickitat County","53039","WA","Washington","45.8738","-120.7891","22055"
"Scott","Scott","Scott County","47151","TN","Tennessee","36.4285","-84.5035","22020"
"Tippah","Tippah","Tippah County","28139","MS","Mississippi","34.7684","-88.9089","21976"
"Letcher","Letcher","Letcher County","21133","KY","Kentucky","37.1212","-82.8553","21936"
"Vilas","Vilas","Vilas County","55125","WI","Wisconsin","46.0529","-89.5148","21923"
"Wyandot","Wyandot","Wyandot County","39175","OH","Ohio","40.8424","-83.3044","21907"
"Putnam","Putnam","Putnam County","13237","GA","Georgia","33.3218","-83.3728","21906"
"Seward","Seward","Seward County","20175","KS","Kansas","37.1933","-100.8513","21902"
"Boone","Boone","Boone County","54005","WV","West Virginia","38.0230","-81.7112","21897"
"Pointe Coupee","Pointe Coupee","Pointe Coupee Parish","22077","LA","Louisiana","30.7095","-91.6008","21883"
"Beckham","Beckham","Beckham County","40009","OK","Oklahoma","35.2687","-99.6820","21860"
"Henry","Henry","Henry County","29083","MO","Missouri","38.3852","-93.7927","21854"
"Jersey","Jersey","Jersey County","17083","IL","Illinois","39.0855","-90.3565","21776"
"Scott","Scott","Scott County","51169","VA","Virginia","36.7143","-82.6029","21761"
"Taylor","Taylor","Taylor County","12123","FL","Florida","30.0470","-83.6035","21709"
"Hempstead","Hempstead","Hempstead County","05057","AR","Arkansas","33.7354","-93.6684","21695"
"Mercer","Mercer","Mercer County","21167","KY","Kentucky","37.8110","-84.8744","21690"
"Nobles","Nobles","Nobles County","27105","MN","Minnesota","43.6742","-95.7534","21667"
"Leelanau","Leelanau","Leelanau County","26089","MI","Michigan","44.9385","-85.8120","21649"
"Shelby","Shelby","Shelby County","17173","IL","Illinois","39.3912","-88.8055","21623"
"Logan","Logan","Logan County","05083","AR","Arkansas","35.2149","-93.7166","21619"
"Madison","Madison","Madison County","37115","NC","North Carolina","35.8580","-82.7058","21608"
"Wabasha","Wabasha","Wabasha County","27157","MN","Minnesota","44.2843","-92.2303","21564"
"Gage","Gage","Gage County","31067","NE","Nebraska","40.2619","-96.6894","21548"
"Morgan","Morgan","Morgan County","47129","TN","Tennessee","36.1350","-84.6492","21538"
"Tyler","Tyler","Tyler County","48457","TX","Texas","30.7712","-94.3766","21524"
"Colusa","Colusa","Colusa County","06011","CA","California","39.1775","-122.2370","21491"
"Sevier","Sevier","Sevier County","49041","UT","Utah","38.7478","-111.8045","21475"
"Calhoun","Calhoun","Calhoun County","48057","TX","Texas","28.5067","-96.6020","21470"
"Llano","Llano","Llano County","48299","TX","Texas","30.7057","-98.6841","21452"
"Jo Daviess","Jo Daviess","Jo Daviess County","17085","IL","Illinois","42.3658","-90.2126","21429"
"Yell","Yell","Yell County","05149","AR","Arkansas","35.0025","-93.4111","21425"
"Willacy","Willacy","Willacy County","48489","TX","Texas","26.4693","-97.6622","21419"
"Fayette","Fayette","Fayette County","17051","IL","Illinois","39.0002","-89.0241","21418"
"McDuffie","McDuffie","McDuffie County","13189","GA","Georgia","33.4828","-82.4814","21404"
"Buchanan","Buchanan","Buchanan County","51027","VA","Virginia","37.2666","-82.0360","21374"
"Colorado","Colorado","Colorado County","48089","TX","Texas","29.6208","-96.5263","21357"
"Saunders","Saunders","Saunders County","31155","NE","Nebraska","41.2264","-96.6374","21356"
"Hubbard","Hubbard","Hubbard County","27057","MN","Minnesota","47.1086","-94.9167","21287"
"Newton","Newton","Newton County","28101","MS","Mississippi","32.4002","-89.1188","21215"
"Barnwell","Barnwell","Barnwell County","45011","SC","South Carolina","33.2661","-81.4350","21170"
"Moore","Moore","Moore County","48341","TX","Texas","35.8377","-101.8929","21169"
"Lampasas","Lampasas","Lampasas County","48281","TX","Texas","31.1962","-98.2414","21152"
"St. James","St. James","St. James Parish","22093","LA","Louisiana","30.0270","-90.7931","21142"
"Buchanan","Buchanan","Buchanan County","19019","IA","Iowa","42.4708","-91.8379","21141"
"Hutchinson","Hutchinson","Hutchinson County","48233","TX","Texas","35.8400","-101.3547","21105"
"Perry","Perry","Perry County","17145","IL","Illinois","38.0837","-89.3670","21092"
"Meriwether","Meriwether","Meriwether County","13199","GA","Georgia","33.0406","-84.6883","21080"
"Gaines","Gaines","Gaines County","48165","TX","Texas","32.7407","-102.6352","21077"
"Allen","Allen","Allen County","21003","KY","Kentucky","36.7512","-86.1904","21065"
"La Paz","La Paz","La Paz County","04012","AZ","Arizona","33.7294","-113.9815","21035"
"Fillmore","Fillmore","Fillmore County","27045","MN","Minnesota","43.6740","-92.0902","21031"
"Monroe","Monroe","Monroe County","01099","AL","Alabama","31.5708","-87.3654","21006"
"Greene","Greene","Greene County","37079","NC","North Carolina","35.4850","-77.6758","20987"
"Grenada","Grenada","Grenada County","28043","MS","Mississippi","33.7700","-89.8021","20927"
"Conway","Conway","Conway County","05029","AR","Arkansas","35.2624","-92.7015","20895"
"Ogemaw","Ogemaw","Ogemaw County","26129","MI","Michigan","44.3349","-84.1264","20895"
"Wyoming","Wyoming","Wyoming County","54109","WV","West Virginia","37.6096","-81.5492","20890"
"Stutsman","Stutsman","Stutsman County","38093","ND","North Dakota","46.9793","-98.9588","20879"
"Owen","Owen","Owen County","18119","IN","Indiana","39.3128","-86.8377","20854"
"Gonzales","Gonzales","Gonzales County","48177","TX","Texas","29.4567","-97.4925","20828"
"Minidoka","Minidoka","Minidoka County","16067","ID","Idaho","42.8543","-113.6375","20817"
"Dodge","Dodge","Dodge County","27039","MN","Minnesota","44.0226","-92.8620","20807"
"Dodge","Dodge","Dodge County","13091","GA","Georgia","32.1722","-83.1684","20725"
"Jay","Jay","Jay County","18075","IN","Indiana","40.4379","-85.0057","20697"
"Polk","Polk","Polk County","37149","NC","North Carolina","35.2793","-82.1697","20682"
"Sullivan","Sullivan","Sullivan County","18153","IN","Indiana","39.0888","-87.4147","20647"
"Texas","Texas","Texas County","40139","OK","Oklahoma","36.7479","-101.4901","20633"
"Lincoln","Lincoln","Lincoln County","54043","WV","West Virginia","38.1754","-82.0704","20617"
"Jones","Jones","Jones County","19105","IA","Iowa","42.1212","-91.1315","20575"
"Vernon","Vernon","Vernon County","29217","MO","Missouri","37.8506","-94.3424","20560"
"Jackson","Jackson","Jackson County","55053","WI","Wisconsin","44.3192","-90.8052","20556"
"Washington","Washington","Washington County","31177","NE","Nebraska","41.5311","-96.2220","20546"
"Clinton","Clinton","Clinton County","29049","MO","Missouri","39.6018","-94.4046","20503"
"Wayne","Wayne","Wayne County","21231","KY","Kentucky","36.8013","-84.8286","20447"
